YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2001-03-22,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1,2,0.076,3,0.033,3,0.368,1,0.16,0
2001-03-22,7:00,85.6,92.4,85,1113,4,1,8,0,1,15,4,1,8,12,10,0,16,12,10,33,10,222,16,16,10,10,1,0,1,8,1,1.0,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,8:00,75.3,101.2,349,1377,36,0,8,0,0,15,36,0,8,154,24,334,27,69,24,206,10,642,16,43,10,66,3,0,3,63,3,1.0,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,9:00,64.2,111.9,599,1377,92,0,8,0,0,15,92,0,8,69,10,14,16,63,10,416,10,813,16,62,10,207,3,10,3,201,3,0.9,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,10:00,53.9,124.8,810,1377,395,0,8,201,0,15,277,0,8,560,24,675,27,163,24,605,10,896,16,78,10,400,3,185,3,281,3,0.8,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,11:00,45.4,141.0,966,1377,615,0,8,501,0,15,263,0,8,633,10,294,16,427,10,749,10,941,16,89,10,669,3,545,3,269,3,0.7,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,12:00,39.8,161.6,1058,1377,571,0,8,274,0,15,360,0,8,352,10,78,16,291,10,836,10,965,16,94,10,752,3,542,3,318,3,0.7,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,13:00,38.4,185.3,1079,1377,808,0,8,719,0,15,245,0,8,634,10,328,16,377,10,857,10,972,16,96,10,575,3,258,3,362,3,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,14:00,41.8,208.1,1027,1377,472,0,8,152,0,15,359,0,8,346,10,294,16,127,10,809,10,961,16,92,10,416,3,188,3,271,3,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,15:00,48.8,226.8,905,1377,116,0,8,0,0,15,116,0,8,576,10,309,16,372,10,698,10,933,16,85,10,521,3,393,3,248,3,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,16:00,58.2,241.4,724,1377,140,0,8,0,0,15,140,0,8,330,10,229,16,210,10,532,10,876,16,72,10,441,3,510,3,186,3,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,17:00,69.0,253.1,494,1377,318,0,8,517,0,15,132,0,8,288,10,317,16,175,10,329,10,767,16,54,10,246,11,410,10,86,10,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,18:00,80.3,263.3,232,1377,131,0,8,480,0,15,50,0,8,127,10,446,16,52,10,121,10,515,16,34,10,97,1,394,1,32,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,19:00,88.0,269.9,18,516,5,1,8,84,1,15,2,1,8,5,24,39,27,4,24,5,10,60,16,3,10,4,1,17,1,1,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-22,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.076,3,0.065,3,0.368,1,0.16,0
2001-03-23,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.065,3,0.332,1,0.16,0
2001-03-23,7:00,85.5,92.0,91,1158,29,1,8,269,1,15,7,1,8,39,10,313,16,15,10,39,10,313,16,15,10,48,1,310,1,14,1,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,8:00,75.0,100.9,356,1376,228,0,8,660,0,15,57,0,8,222,10,720,16,36,10,222,10,720,16,36,10,229,3,683,3,46,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,9:00,63.8,111.7,606,1376,427,0,8,784,0,15,81,0,8,435,10,870,16,52,10,435,10,870,16,52,10,433,3,798,3,72,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,10:00,53.6,124.5,816,1376,620,0,8,908,0,15,81,0,8,613,10,925,16,65,10,623,10,942,16,65,10,627,3,802,3,144,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,11:00,45.0,140.8,972,1376,759,0,8,606,0,15,330,0,8,558,10,541,16,176,10,765,10,979,16,74,10,675,3,538,3,282,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,12:00,39.4,161.6,1064,1376,140,0,8,0,0,15,140,0,8,405,10,157,16,284,10,849,10,997,16,79,10,586,3,350,3,303,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,13:00,38.0,185.5,1084,1376,321,0,8,19,0,15,306,0,8,405,10,347,16,132,10,867,10,1000,16,80,10,660,3,375,3,352,3,0.6,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,14:00,41.4,208.4,1031,1376,288,0,8,13,0,15,278,0,8,397,10,82,16,336,10,818,10,989,16,77,10,318,3,113,3,223,3,0.7,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,15:00,48.6,227.2,910,1376,196,0,8,20,0,15,183,0,8,382,10,231,16,229,10,706,10,962,16,70,10,339,3,208,3,202,3,0.7,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,16:00,58.0,241.8,728,1376,537,0,8,579,0,15,230,0,8,193,10,34,16,175,10,541,10,911,16,60,10,430,3,543,3,143,3,0.7,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,17:00,68.7,253.5,498,1376,173,0,8,66,0,15,149,0,8,263,10,181,16,198,10,339,10,812,16,45,10,212,3,327,3,99,3,0.8,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,18:00,80.1,263.7,237,1376,131,0,8,312,0,15,77,0,8,116,10,212,16,80,10,130,10,587,16,29,10,79,1,215,1,40,1,0.8,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,19:00,87.9,270.3,19,539,6,1,8,57,1,15,4,1,8,6,24,84,27,3,24,7,10,98,16,3,10,6,1,22,1,3,1,0.8,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-23,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.332,1,0.16,0
2001-03-24,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.077,3,0.043,3,0.361,1,0.16,0
2001-03-24,7:00,85.3,91.7,97,1181,19,0,8,0,0,15,19,0,8,34,10,210,16,17,10,43,10,354,16,14,10,40,1,142,1,26,1,0.9,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,8:00,74.7,100.7,363,1375,111,0,8,85,0,15,89,0,8,173,10,159,16,132,10,228,10,739,16,33,10,132,3,182,3,87,3,0.9,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,9:00,63.5,111.4,612,1375,440,0,8,623,0,15,162,0,8,319,10,565,16,67,10,439,10,879,16,47,10,412,3,663,3,111,3,0.9,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,10:00,53.2,124.3,822,1375,619,0,8,858,0,15,105,0,8,478,10,561,16,143,10,625,10,947,16,59,10,627,3,753,3,164,3,0.8,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,11:00,44.6,140.7,978,1375,726,0,8,575,0,15,317,0,8,342,10,67,16,294,10,766,10,983,16,67,10,456,3,329,3,216,3,0.8,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,12:00,39.0,161.6,1069,1375,141,0,8,0,0,15,141,0,8,244,10,0,16,244,10,849,10,1000,16,72,10,100,3,0,3,94,3,0.8,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,13:00,37.7,185.7,1089,1375,149,0,8,0,0,15,149,0,8,248,10,0,16,248,10,868,10,1004,16,73,10,60,3,0,3,54,3,0.8,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,14:00,41.1,208.7,1036,1375,134,0,8,0,0,15,134,0,8,236,10,0,16,236,10,821,10,996,16,70,10,53,3,0,3,47,3,0.7,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,15:00,48.3,227.5,914,1375,117,0,8,0,0,15,117,0,8,216,10,23,16,200,10,712,10,974,16,64,10,182,3,34,3,158,3,0.7,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,16:00,57.8,242.1,732,1375,214,0,8,16,0,15,205,0,8,167,10,76,16,126,10,549,10,928,16,54,10,89,3,1,3,82,3,0.7,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,17:00,68.5,253.9,502,1375,114,0,8,0,0,15,114,0,8,252,10,421,16,98,10,347,10,838,16,41,10,110,3,5,3,100,3,0.6,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,18:00,79.9,264.0,241,1375,131,0,8,305,0,15,78,0,8,109,10,411,16,37,10,136,10,628,16,26,10,59,11,140,10,30,10,0.6,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,19:00,87.9,270.8,21,562,6,1,8,58,1,15,4,1,8,6,24,44,27,5,24,8,10,124,16,3,10,2,1,0,1,1,1,0.6,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-24,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.034,3,0.361,1,0.16,0
2001-03-25,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.034,3,0.322,1,0.16,0
2001-03-25,7:00,85.2,91.2,103,1226,32,1,8,288,1,15,7,1,8,38,10,183,16,23,10,38,10,183,16,23,10,53,1,311,1,19,1,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,8:00,74.4,100.4,370,1375,234,0,8,663,0,15,55,0,8,215,10,587,16,57,10,215,10,589,16,57,10,243,3,669,3,62,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,9:00,63.2,111.1,619,1375,440,0,8,818,0,15,71,0,8,428,10,769,16,82,10,428,10,769,16,82,10,450,3,800,3,83,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,10:00,52.9,124.0,829,1375,631,0,8,911,0,15,81,0,8,559,10,679,16,150,10,619,10,857,16,102,10,641,3,886,3,98,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,11:00,44.2,140.5,984,1375,756,0,8,926,0,15,92,0,8,697,10,707,16,192,10,762,10,904,16,115,10,784,3,892,3,136,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,12:00,38.6,161.5,1074,1375,849,0,8,917,0,15,132,0,8,683,10,519,16,277,10,846,10,925,16,122,10,875,3,954,3,117,3,0.6,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,13:00,37.3,185.8,1094,1375,808,0,8,771,0,15,194,0,8,699,10,539,16,270,10,863,10,929,16,124,10,814,3,822,3,149,3,0.6,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,14:00,40.8,209.0,1041,1375,820,0,8,910,0,15,131,0,8,707,10,662,16,206,10,814,10,918,16,120,10,832,3,905,3,142,3,0.6,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,15:00,48.0,227.9,919,1375,712,0,8,935,0,15,86,0,8,465,10,400,16,197,10,702,10,886,16,110,10,613,3,701,3,149,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,16:00,57.5,242.5,737,1375,552,0,8,741,0,15,154,0,8,259,10,143,16,183,10,535,10,824,16,93,10,551,3,836,3,112,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,17:00,68.3,254.3,507,1375,254,0,8,253,0,15,161,0,8,248,10,391,16,104,10,330,10,703,16,71,10,252,3,344,3,120,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,18:00,79.7,264.4,245,1375,133,0,8,322,0,15,76,0,8,77,10,107,16,58,10,122,10,438,16,44,10,69,3,34,3,58,3,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,19:00,87.8,271.2,23,584,6,1,8,64,1,15,3,1,8,3,24,0,27,3,24,6,10,37,16,4,10,3,1,17,1,1,1,0.5,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-25,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.322,1,0.16,0
2001-03-26,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.104,3,0.390,1,0.16,0
2001-03-26,7:00,85.0,90.9,109,1248,34,1,8,295,1,15,8,1,8,48,10,293,16,22,10,47,10,323,16,19,10,45,1,132,1,23,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,8:00,74.1,100.1,376,1374,237,0,8,660,0,15,56,0,8,207,10,514,16,66,10,237,10,713,16,41,10,238,3,611,3,62,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,9:00,62.9,110.9,625,1374,446,0,8,821,0,15,71,0,8,422,10,780,16,67,10,452,10,864,16,59,10,458,3,810,3,82,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,10:00,52.5,123.8,835,1374,628,0,8,857,0,15,106,0,8,596,10,725,16,155,10,642,10,936,16,73,10,601,3,755,3,139,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,11:00,43.9,140.3,990,1374,718,0,8,787,0,15,150,0,8,593,10,303,16,375,10,784,10,974,16,83,10,799,3,862,3,166,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,12:00,38.2,161.5,1080,1374,807,0,8,829,0,15,155,0,8,817,10,740,16,235,10,867,10,991,16,88,10,883,3,965,3,114,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,13:00,36.9,186.0,1099,1374,872,0,8,920,0,15,136,0,8,699,10,634,16,192,10,884,10,995,16,89,10,894,3,997,3,89,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,14:00,40.4,209.4,1045,1374,804,0,8,883,0,15,132,0,8,749,10,737,16,188,10,835,10,984,16,86,10,840,3,998,3,79,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,15:00,47.7,228.3,923,1374,716,0,8,935,0,15,87,0,8,539,10,539,16,176,10,722,10,957,16,79,10,721,3,976,3,69,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,16:00,57.3,242.9,741,1374,555,0,8,886,0,15,77,0,8,555,10,906,16,67,10,555,10,906,16,67,10,546,3,915,3,63,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,17:00,68.1,254.6,511,1374,360,0,8,755,0,15,79,0,8,350,10,805,16,51,10,350,10,805,16,51,10,337,3,801,3,52,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,18:00,79.5,264.8,249,1374,142,0,8,524,0,15,47,0,8,137,10,576,16,33,10,137,10,576,16,33,10,124,3,540,3,30,3,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,19:00,87.7,271.6,24,607,7,1,8,108,1,15,2,1,8,8,24,95,27,4,24,8,10,95,16,4,10,6,1,50,1,2,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-26,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.390,1,0.16,0
2001-03-27,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.4,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.077,3,0.054,3,0.404,1,0.16,0
2001-03-27,7:00,84.9,90.5,115,1293,21,0,8,0,0,15,21,0,8,53,10,408,16,16,10,53,10,408,16,16,10,58,1,329,1,20,1,0.5,2,0.077,3,0.035,3,0.404,1,0.16,0
2001-03-27,8:00,73.8,99.9,383,1373,237,0,8,600,0,15,69,0,8,247,10,761,16,34,10,247,10,761,16,34,10,248,3,689,3,53,3,0.5,2,0.077,3,0.035,3,0.404,1,0.16,0
2001-03-27,9:00,62.5,110.6,632,1373,461,0,8,807,0,15,89,0,8,460,10,893,16,49,10,460,10,893,16,49,10,462,3,835,3,72,3,0.6,2,0.077,3,0.035,3,0.404,1,0.16,0
