YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2001-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.056,3,0.056,3,0.363,1,0.17,0
2001-01-01,8:00,87.8,122.0,27,696,7,1,9,75,1,21,4,1,9,8,10,109,16,4,10,9,10,132,16,4,10,6,1,3,1,5,1,0.7,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,9:00,81.0,129.5,222,1415,115,0,9,312,0,21,66,0,9,101,10,269,16,58,10,118,10,577,16,28,10,60,1,76,1,40,1,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,10:00,72.8,140.9,417,1415,236,0,9,517,0,21,83,0,9,250,10,482,16,108,10,270,10,778,16,40,10,261,3,427,3,135,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,11:00,66.6,154.1,562,1415,311,0,9,443,0,21,135,0,9,166,10,108,16,124,10,393,10,865,16,50,10,346,3,252,3,244,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,12:00,62.9,168.7,645,1415,367,0,9,432,0,21,170,0,9,254,10,122,16,198,10,467,10,902,16,55,10,367,3,169,3,282,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,13:00,62.2,184.2,661,1415,367,0,9,402,0,21,179,0,9,301,10,167,16,223,10,481,10,909,16,56,10,473,3,465,3,255,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,14:00,64.5,199.4,608,1415,392,0,9,536,0,21,161,0,9,268,10,326,16,128,10,434,10,888,16,53,10,342,3,240,3,229,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,15:00,69.7,213.3,491,1415,171,0,9,68,0,21,147,0,9,103,10,0,16,103,10,332,10,829,16,45,10,162,3,0,3,158,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,16:00,77.1,225.5,316,1415,95,0,9,29,0,21,89,0,9,61,10,0,16,61,10,189,10,695,16,34,10,84,3,0,3,80,3,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,17:00,85.6,235.8,101,1332,34,0,9,118,0,21,25,0,9,15,10,0,16,15,10,43,10,355,16,16,10,13,1,0,1,10,1,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.056,3,0.042,3,0.363,1,0.17,0
2001-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.042,3,0.324,1,0.17,0
2001-01-02,8:00,87.8,121.8,27,696,3,1,9,0,1,21,3,1,9,4,10,0,16,4,10,7,10,44,16,5,10,2,1,1,1,2,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,9:00,81.0,129.4,221,1415,50,0,9,0,0,21,50,0,9,83,10,185,16,54,10,105,10,404,16,42,10,88,1,241,1,37,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,10:00,72.8,140.8,418,1415,283,0,9,570,0,21,114,0,9,195,10,355,16,91,10,252,10,642,16,62,10,260,3,659,3,64,3,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,11:00,66.5,153.9,563,1415,393,0,9,839,0,21,59,0,9,351,10,589,16,117,10,376,10,750,16,77,10,402,3,867,3,61,3,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,12:00,62.8,168.6,647,1415,465,0,9,876,0,21,64,0,9,431,10,634,16,142,10,450,10,797,16,86,10,484,3,935,3,64,3,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,13:00,62.1,184.1,663,1415,465,0,9,814,0,21,83,0,9,316,10,304,16,174,10,464,10,805,16,87,10,478,3,904,3,62,3,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,14:00,64.4,199.4,611,1415,434,0,9,859,0,21,63,0,9,380,10,541,16,146,10,418,10,778,16,82,10,424,3,880,3,54,3,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,15:00,69.6,213.3,494,1415,334,0,9,797,0,21,56,0,9,254,10,515,16,75,10,315,10,703,16,70,10,333,10,863,11,44,11,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,16:00,76.9,225.5,320,1415,203,0,9,694,0,21,46,0,9,175,10,541,16,52,10,175,10,541,16,52,10,187,10,730,11,31,11,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,17:00,85.6,235.8,104,1356,49,0,9,376,0,21,19,0,9,37,10,185,16,23,10,37,10,185,16,23,10,42,1,346,1,10,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.057,3,0.102,3,0.324,1,0.17,0
2001-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5,2,0.058,3,0.102,3,0.312,1,0.17,0
2001-01-03,8:00,87.8,121.7,27,696,8,1,9,132,1,21,3,1,9,10,10,152,16,4,10,10,10,152,16,4,10,12,1,124,1,4,1,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,9:00,81.0,129.3,222,1415,131,0,9,554,0,21,44,0,9,122,10,611,16,26,10,122,10,611,16,26,10,130,1,642,1,26,1,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,10:00,72.8,140.7,418,1415,283,0,9,762,0,21,57,0,9,276,10,807,16,38,10,276,10,807,16,38,10,285,3,838,3,41,3,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,11:00,66.5,153.8,564,1415,380,0,9,733,0,21,87,0,9,402,10,890,16,47,10,402,10,890,16,47,10,408,3,915,3,50,3,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,12:00,62.7,168.5,649,1415,418,0,9,640,0,21,124,0,9,477,10,926,16,52,10,477,10,926,16,52,10,480,3,954,3,52,3,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,13:00,62.0,184.0,665,1415,472,0,9,777,0,21,106,0,9,492,10,933,16,53,10,492,10,933,16,53,10,494,3,966,3,51,3,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,14:00,64.3,199.3,614,1415,428,0,9,835,0,21,66,0,9,438,10,895,16,50,10,445,10,911,16,50,10,445,3,942,3,50,3,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,15:00,69.4,213.2,497,1415,337,0,9,777,0,21,64,0,9,329,10,817,16,42,10,343,10,854,16,43,10,347,10,880,11,52,11,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,16:00,76.8,225.4,323,1415,206,0,9,699,0,21,46,0,9,186,10,625,16,43,10,198,10,727,16,32,10,199,14,715,15,48,15,0.5,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,17:00,85.5,235.9,108,1380,48,0,9,334,0,21,21,0,9,45,10,319,16,20,10,48,10,406,16,17,10,46,1,345,1,15,1,0.6,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-03,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.058,3,0.036,3,0.312,1,0.17,0
2001-01-04,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.059,3,0.036,3,0.362,1,0.17,0
2001-01-04,8:00,87.8,121.5,27,696,6,1,9,46,1,21,4,1,9,3,10,0,16,3,10,10,10,169,16,4,10,3,1,2,1,3,1,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,9:00,81.0,129.1,222,1415,107,0,9,194,0,21,76,0,9,75,10,114,16,57,10,123,10,633,16,24,10,64,1,4,1,62,1,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,10:00,72.8,140.5,419,1415,134,0,9,52,0,21,119,0,9,178,10,185,16,123,10,279,10,823,16,35,10,128,3,24,3,117,3,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,11:00,66.4,153.6,566,1415,278,0,9,262,0,21,173,0,9,372,10,345,16,234,10,405,10,905,16,43,10,349,3,246,3,242,3,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,12:00,62.6,168.3,650,1415,399,0,9,367,0,21,230,0,9,199,10,145,16,133,10,481,10,941,16,48,10,340,3,327,3,188,3,0.4,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,13:00,61.8,183.9,668,1415,91,0,9,0,0,21,91,0,9,234,10,129,16,173,10,497,10,950,16,49,10,186,3,5,3,181,3,0.4,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,14:00,64.2,199.2,616,1415,114,0,9,0,0,21,114,0,9,126,10,141,16,64,10,450,10,927,16,46,10,165,3,3,3,159,3,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,15:00,69.3,213.2,500,1415,137,0,9,15,0,21,132,0,9,168,10,200,16,97,10,347,10,870,16,39,10,200,3,99,3,161,3,0.5,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,16:00,76.6,225.4,327,1415,165,0,9,327,0,21,89,0,9,190,10,423,16,92,10,202,10,746,16,30,10,100,3,40,3,86,3,0.6,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,17:00,85.5,236.0,111,1403,54,0,9,234,0,21,34,0,9,53,10,320,16,28,10,50,10,442,16,15,10,34,1,70,1,22,1,0.7,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,18:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-04,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1,2,0.059,3,0.029,3,0.362,1,0.17,0
2001-01-05,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.1,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.029,3,0.315,1,0.17,0
2001-01-05,8:00,87.8,121.4,27,696,8,1,9,68,1,21,5,1,9,4,10,0,16,4,10,6,10,26,16,5,10,2,1,0,1,2,1,0.8,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,9:00,81.0,129.0,222,1415,128,0,9,287,0,21,83,0,9,24,24,0,27,24,24,100,10,340,16,46,10,10,1,0,1,6,1,0.7,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,10:00,72.7,140.3,420,1415,163,0,9,133,0,21,123,0,9,57,10,0,16,57,10,245,10,586,16,71,10,36,3,0,3,33,3,0.7,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,11:00,66.4,153.5,567,1415,282,0,9,256,0,21,179,0,9,87,10,0,16,87,10,370,10,702,16,88,10,73,3,0,3,70,3,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,12:00,62.5,168.2,652,1415,130,0,9,0,0,21,130,0,9,87,24,0,27,87,24,446,10,755,16,98,10,73,3,0,3,70,3,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,13:00,61.7,183.8,670,1415,247,0,9,69,0,21,214,0,9,108,10,0,16,108,10,464,10,767,16,100,10,102,3,0,3,100,3,0.5,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,14:00,64.0,199.1,620,1415,284,0,9,175,0,21,207,0,9,98,10,0,16,98,10,417,10,738,16,94,10,116,3,0,3,115,3,0.5,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,15:00,69.1,213.1,503,1415,170,0,9,62,0,21,148,0,9,74,10,0,16,74,10,315,10,660,16,81,10,125,3,0,3,122,3,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,16:00,76.5,225.4,330,1415,217,0,9,527,0,21,94,0,9,50,10,0,16,50,10,175,10,494,16,60,10,84,3,0,3,82,3,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,17:00,85.4,236.1,115,1415,56,0,9,405,0,21,22,0,9,20,10,0,16,20,10,39,10,152,16,27,10,18,1,0,1,15,1,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,18:00,89.9,240.9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.7,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-05,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.059,3,0.130,3,0.315,1,0.17,0
2001-01-06,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.060,3,0.130,3,0.320,1,0.17,0
2001-01-06,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.060,3,0.130,3,0.320,1,0.17,0
2001-01-06,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.060,3,0.130,3,0.320,1,0.17,0
2001-01-06,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8,2,0.060,3,0.130,3,0.320,1,0.17,0
