0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,0.0,0.0,0.0,-3.353114411158325e-19,0.00013119595115957967,0.002569439348557161,0.020378733803414355,0.06671981214519086,0.1110406952051188,0.1441020748973197,0.16110418070351756,0.16140771031933474,0.1500915036167828,0.12640729894220587,0.08497939778834729,0.03436666822322969,0.005944955515678217,0.0005181128240704842,6.670980567447738e-06,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.041857491914872e-05,0.020510297203752942,0.11377600585407685,0.273200775496986,0.44502130093404485,0.5974396823994967,0.6732398867875323,0.6729959669110059,0.6000723348599363,0.4886114650752996,0.43149846708974116,0.36876690091385816,0.2655320186893097,0.1409205031478279,0.041529461736120626,0.00250017873439228,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00018180258982934526,0.03779778749678451,0.1739679272789651,0.3620307006260176,0.5497178629620132,0.7097710316439387,0.8205574136008895,0.8783740674041641,0.8839344824629075,0.8302444044250044,0.7318120229825925,0.5887145184804045,0.4185575851127699,0.2326455707057729,0.07272961152559843,0.0044095703627476425,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.287338604080649e-05,0.022907585124779705,0.12789711545367735,0.29923784109304397,0.48087972861728745,0.6384662346200781,0.7262926866999243,0.7655373786595473,0.7653398637561517,0.7166848988115939,0.6262783219796804,0.49157868275515304,0.33854330686909956,0.17563356703628188,0.04951961060558322,0.0027375841855480022,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.269235038465806e-05,0.009945894561279173,0.061599369291676934,0.18456187686956863,0.3212912443681673,0.4623666931359227,0.5921941306556687,0.6780712165327526,0.7192366038519892,0.6761827915674057,0.5725855341239966,0.43214050906358564,0.2694143463374239,0.11718480949250162,0.026436526436526442,0.0013234628619244002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.929056947751048e-06,0.0005225645740510489,0.005090093275812739,0.03968347517228841,0.13994220357229847,0.2579023157861628,0.35809326795382534,0.4278143834916748,0.43432581311833696,0.3776560424966802,0.2821121824339731,0.17602273352349937,0.06470665660828169,0.010383515248670688,0.0013270389841029374,4.9113211846907796e-05,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.527976555948231e-06,0.004923721706938425,0.023344435931848578,0.06666721002385265,0.1344845260929188,0.19915127607435046,0.24461578307731904,0.2646375898124112,0.27524754447830996,0.26615808433990046,0.22994061105949318,0.17083331069345026,0.09637888658867762,0.0399838441796482,0.010822769564027933,0.0005279620664236155,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.276858672463065e-05,0.013519905003421465,0.057413053978988,0.12810952783480262,0.20036831300567554,0.269026989494022,0.33181127480578104,0.38071086422734773,0.48595177716056825,0.5490606005715897,0.509504689449745,0.4087343517288569,0.2707528277583226,0.13089200177112248,0.03531427363844947,0.00214346093466972,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.4522257339680623e-05,0.0027103813016694706,0.02102162760179434,0.10324400824864162,0.2425164167518198,0.3811009983391819,0.5040781139020251,0.5772280443272106,0.5862041195683473,0.5034008486279107,0.38993317121213333,0.26109962532576036,0.12953853546995384,0.03413654618473878,0.006482207594348199,0.00032873109796186954,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.663468201929741e-05,0.016653339730262774,0.09007942854096727,0.2142038488192329,0.36300175915560523,0.47372194679886986,0.4571005917159763,0.3970973932512389,0.3803774188389582,0.35841196225811667,0.34422943653712873,0.29648701956394263,0.20711924942694176,0.10969667892744801,0.03249906711445174,0.0019510634895250312,0.0,0.0,0.0,0.0
